118,0,3,8,0,3,98,0,0,0
119,0,9,0,3,9,0,3,99,0
120,0,0,0,0,1,3,0,1,3
121,0,0,0,0,0,1,1,3,1
122,3,101,0,0,0,0,0,2,1
123,2,1,3,102,0,0,0,0,0
124,1,3,3,1,3,103,0,0,0
125,0,4,1,3,4,1,3,104,0
126,0,0,0,5,1,3,5,1,3
127,0,0,0,0,0,6,1,3,6
128,3,106,0,0,0,0,0,7,1
129,7,1,3,107,0,0,0,0,0
130,1,3,8,1,3,108,0,0,0
131,0,9,1,3,9,1,3,109,0
132,0,0,0,0,2,3,0,2,3
133,0,0,0,0,0,1,2,3,1
134,3,111,0,0,0,0,0,2,2
135,2,2,3,112,0,0,0,0,0
136,2,3,3,2,3,113,0,0,0
137,0,4,2,3,4,2,3,114,0
138,0,0,0,5,2,3,5,2,3
139,0,0,0,0,0,6,2,3,6
140,3,116,0,0,0,0,0,7,2
141,7,2,3,117,0,0,0,0,0
142,2,3,8,2,3,118,0,0,0
143,0,9,2,3,9,2,3,119,0
144,0,0,0,0,0,4,0,0,4
145,0,0,0,0,0,1,0,4,1
146,4,121,0,0,0,0,0,2,0
147,2,0,4,122,0,0,0,0,0
148,0,4,3,0,4,123,0,0,0
149,0,4,0,4,4,0,4,124,0
150,0,0,0,5,0,4,5,0,4
151,0,0,0,0,0,6,0,4,6
152,4,126,0,0,0,0,0,7,0
153,7,0,4,127,0,0,0,0,0
154,0,4,8,0,4,128,0,0,0
155,0,9,0,4,9,0,4,129,0
156,0,0,0,0,1,4,0,1,4
157,0,0,0,0,0,1,1,4,1
158,4,131,0,0,0,0,0,2,1
159,2,1,4,132,0,0,0,0,0
160,1,4,3,1,4,133,0,0,0
161,0,4,1,4,4,1,4,134,0
162,0,0,0,5,1,4,5,1,4
163,0,0,0,0,0,6,1,4,6
164,4,136,0,0,0,0,0,7,1
165,7,1,4,137,0,0,0,0,0
166,1,4,8,1,4,138,0,0,0
167,0,9,1,4,9,1,4,139,0
168,0,0,0,0,2,4,0,2,4
169,0,0,0,0,0,1,2,4,1
170,4,141,0,0,0,0,0,2,2
171,2,2,4,142,0,0,0,0,0
172,2,4,3,2,4,143,0,0,0
173,0,4,2,4,4,2,4,144,0
174,0,0,0,5,2,4,5,2,4
175,0,0,0,0,0,6,2,4,6
176,4,146,0,0,0,0,0,7,2
177,7,2,4,147,0,0,0,0,0
178,2,4,8,2,4,148,0,0,0
179,0,9,2,4,9,2,4,149,0
180,0,0,0,0,0,5,0,0,5
181,0,0,0,0,0,1,0,5,1
182,5,151,0,0,0,0,0,2,0
183,2,0,5,152,0,0,0,0,0
184,0,5,3,0,5,153,0,0,0
185,0,4,0,5,4,0,5,154,0
186,0,0,0,5,0,5,5,0,5
187,0,0,0,0,0,6,0,5,6
188,5,156,0,0,0,0,0,7,0
189,7,0,5,157,0,0,0,0,0
190,0,5,8,0,5,158,0,0,0
191,0,9,0,5,9,0,5,159,0
192,0,0,0,0,1,5,0,1,5
193,0,0,0,0,0,1,1,5,1
194,5,161,0,0,0,0,0,2,1
195,2,1,5,162,0,0,0,0,0
196,1,5,3,1,5,163,0,0,0
197,0,4,1,5,4,1,5,164,0
198,0,0,0,5,1,5,5,1,5
199,0,0,0,0,0,6,1,5,6
200,5,166,0,0,0,0,0,7,1
201,7,1,5,167,0,0,0,0,0
202,1,5,8,1,5,168,0,0,0
203,0,9,1,5,9,1,5,169,0
204,0,0,0,0,2,5,0,2,5
205,0,0,0,0,0,1,2,5,1
206,5,171,0,0,0,0,0,2,2
207,2,2,5,172,0,0,0,0,0
208,2,5,3,2,5,173,0,0,0
209,0,4,2,5,4,2,5,174,0
210,0,0,0,5,2,5,5,2,5
211,0,0,0,0,0,6,2,5,6
212,5,176,0,0,0,0,0,7,2
213,7,2,5,177,0,0,0,0,0
214,2,5,8,2,5,178,0,0,0
215,0,9,2,5,9,2,5,179,0
216,0,0,0,0,0,6,0,0,6
217,0,0,0,0,0,1,0,6,1
218,6,181,0,0,0,0,0,2,0
219,2,0,6,182,0,0,0,0,0
220,0,6,3,0,6,183,0,0,0
221,0,4,0,6,4,0,6,184,0
222,0,0,0,5,0,6,5,0,6
223,0,0,0,0,0,6,0,6,6
224,6,186,0,0,0,0,0,7,0
225,7,0,6,187,0,0,0,0,0
226,0,6,8,0,6,188,0,0,0
227,0,9,0,6,9,0,6,189,0
228,0,0,0,0,1,6,0,1,6
229,0,0,0,0,0,1,1,6,1
230,6,191,0,0,0,0,0,2,1
231,2,1,6,192,0,0,0,0,0
232,1,6,3,1,6,193,0,0,0
233,0,4,1,6,4,1,6,194,0
234,0,0,0,5,1,6,5,1,6
235,0,0,0,0,0,6,1,6,6
236,6,196,0,0,0,0,0,7,1
237,7,1,6,197,0,0,0,0,0
238,1,6,8,1,6,198,0,0,0
239,0,9,1,6,9,1,6,199,0
